borrowerage,maritalstatus,householdsize,dependents,region,level,borrowercreditscore,employmentstatus,inflationrate,repaymentplan,collectionefforts,loanamount,remainingamount,interestratechange,lossdefault
18,Married,1,1,Central,Diploma,575,Employed,4.92,Voluntary,No Collectioneffort,4000000,824197.46,1.42,Default
19,Single,2,3,South,Degree,604,Self-employed,10.7,Voluntary,Notices,880000,311622.19,0.17,No Default
21,Married,4,4,North,Degree,679,Self-employed,6.85,Voluntary,Notices,4000000,733200.7,0.84,Default
21,Single,3,0,Central,Degree,610,Employed,6.12,Salary,Reminders,1760000,605533.23,0.6,No Default
17,Married,3,0,North,Diploma,687,Employed,18.97,Salary,Calls,4000000,2895220.35,0.81,Default
24,Married,3,1,South,Degree,694,Employed,18.83,Voluntary,No Collectioneffort,1760000,290656.07,0.36,No Default
28,Married,2,2,Central,Diploma,698,Self-employed,11.75,Voluntary,No Collectioneffort,880000,675070.46,1.72,Default
40,Single,2,0,North,Degree,741,Self-employed,5.47,Voluntary,No Collectioneffort,880000,594943.69,1.16,No Default
20,Married,5,4,North,Degree,673,Employed,12.94,Salary,Calls,1760000,666940.45,1.02,No Default
29,Married,3,5,North,Diploma,679,Self-employed,18.23,Salary,Calls,880000,684018.7,1.37,Default
39,Married,3,2,Central,Diploma,617,Employed,16.16,Salary,No Collectioneffort,880000,838810.79,1.71,Default
31,Married,6,5,South,Degree,534,Employed,10.26,Salary,No Collectioneffort,880000,702276.69,0.21,Default
27,Single,2,0,North,Diploma,666,Unemployed,3.56,Salary,No Collectioneffort,2000000,1965744.54,0.49,Default
26,Married,4,3,Central,Degree,581,Employed,5.58,Voluntary,Calls,1760000,452276.03,0.37,No Default
19,Single,4,2,North,Degree,580,Self-employed,10.5,Salary,Notices,880000,810997.17,0.0,Default
38,Single,2,0,South,Degree,591,Employed,19.43,Salary,Calls,4000000,562516.88,1.71,No Default
30,Married,1,1,South,Degree,682,Employed,11.29,Salary,Reminders,2000000,324376.22,1.16,No Default
32,Divorced,6,1,North,Degree,698,Self-employed,19.55,Salary,No Collectioneffort,4000000,3975825.51,0.95,Default
26,Married,2,3,Central,Degree,658,Employed,8.98,Salary,No Collectioneffort,2000000,1175583.82,1.7,No Default
26,Single,1,4,North,Degree,594,Employed,8.5,Salary,Calls,4000000,1478145.21,1.38,No Default
28,Single,3,2,North,Degree,635,Employed,15.57,Salary,No Collectioneffort,880000,873741.06,0.9,Default
25,Married,3,2,North,Degree,720,Employed,4.2,Voluntary,Notices,880000,457133.14,0.37,No Default
17,Married,4,0,Central,Degree,636,Self-employed,6.46,Salary,No Collectioneffort,2000000,1492675.66,0.99,Default
21,Single,5,2,North,Degree,624,Self-employed,15.38,Voluntary,Notices,1760000,905280.93,0.49,Default
36,Married,5,2,North,Degree,717,Employed,5.1,Salary,No Collectioneffort,4000000,1755268.79,1.26,No Default
24,Single,5,0,South,Degree,764,Employed,5.15,Salary,Notices,4000000,438470.98,1.68,No Default
27,Married,1,5,North,Diploma,633,Employed,6.61,Salary,Reminders,1760000,1527771.0,1.32,Default
28,Divorced,3,1,North,Degree,568,Self-employed,4.34,Salary,Notices,880000,712472.03,1.23,Default
17,Married,2,3,South,Degree,653,Self-employed,15.96,Voluntary,No Collectioneffort,880000,493766.24,1.58,Default
38,Single,2,1,Central,Degree,633,Employed,12.19,Salary,Calls,1760000,1346331.45,0.15,No Default
36,Married,4,5,Central,Degree,724,Employed,16.66,Salary,Reminders,2000000,1038213.94,0.52,Default
27,Married,2,0,North,Diploma,585,Employed,6.29,Voluntary,No Collectioneffort,880000,156414.72,0.94,No Default
21,Married,5,1,South,Diploma,604,Employed,14.06,Salary,Notices,4000000,536669.72,1.67,No Default
31,Married,1,0,Central,Diploma,631,Employed,15.15,Salary,Calls,1760000,1329188.94,0.95,Default
21,Single,4,0,North,Degree,684,Unemployed,8.1,Salary,Notices,2000000,561435.42,1.93,Default
28,Married,1,0,North,Degree,597,Employed,5.8,Salary,No Collectioneffort,4000000,513853.44,0.06,No Default
21,Single,2,1,Central,Degree,703,Self-employed,19.1,Salary,Reminders,4000000,2762200.26,1.58,Default
33,Divorced,3,3,North,Degree,625,Self-employed,6.78,Salary,No Collectioneffort,1760000,417746.2,0.33,No Default
33,Single,2,1,South,Degree,574,Unemployed,4.74,Salary,Calls,4000000,3033351.77,1.07,Default
40,Married,3,2,North,Degree,607,Employed,16.58,Salary,No Collectioneffort,4000000,2875756.23,1.14,Default
28,Single,5,4,North,Diploma,581,Unemployed,16.95,Salary,No Collectioneffort,1760000,595432.59,1.54,Default
40,Single,3,3,South,Degree,585,Unemployed,7.28,Salary,No Collectioneffort,4000000,1741707.35,0.43,Default
31,Single,2,0,South,Diploma,746,Self-employed,18.58,Salary,No Collectioneffort,1760000,773895.93,1.07,Default
31,Married,2,0,Central,Degree,656,Self-employed,17.51,Salary,No Collectioneffort,4000000,2612565.17,1.51,Default
22,Married,2,0,Central,Diploma,703,Employed,11.19,Voluntary,No Collectioneffort,4000000,1588081.45,1.33,No Default
28,Married,3,0,North,Degree,629,Employed,10.17,Salary,Calls,4000000,1899625.62,1.21,No Default
36,Single,3,1,North,Degree,680,Self-employed,3.9,Salary,Reminders,2000000,1900632.83,1.75,Default
34,Married,2,2,Central,Diploma,609,Employed,10.51,Voluntary,Calls,1760000,575636.89,1.52,No Default
30,Married,4,0,South,Degree,735,Employed,12.71,Voluntary,Calls,2000000,1287573.68,0.23,No Default
18,Single,1,1,Central,Degree,637,Employed,3.09,Voluntary,No Collectioneffort,1760000,828939.13,0.65,Default
25,Married,3,1,North,Degree,607,Self-employed,9.95,Salary,Notices,4000000,3222901.57,0.09,No Default
21,Married,3,2,North,Diploma,586,Unemployed,13.29,Salary,No Collectioneffort,1760000,597414.98,1.66,Default
36,Single,2,4,Central,Degree,592,Unemployed,6.25,Salary,No Collectioneffort,1760000,491868.05,1.38,Default
17,Single,4,6,North,Degree,586,Self-employed,12.46,Salary,No Collectioneffort,4000000,939015.29,0.48,Default
39,Married,3,2,South,Degree,736,Self-employed,11.85,Salary,No Collectioneffort,1760000,936796.46,0.62,Default
19,Single,3,1,North,Degree,639,Self-employed,4.08,Salary,No Collectioneffort,4000000,580730.28,1.04,No Default
22,Married,3,2,North,Degree,635,Employed,16.82,Voluntary,Calls,880000,272451.28,0.71,Default
21,Divorced,5,2,North,Degree,814,Self-employed,11.73,Voluntary,No Collectioneffort,1760000,1078242.93,1.39,Default
37,Married,3,1,North,Diploma,726,Self-employed,9.55,Voluntary,Notices,4000000,1054702.97,0.66,No Default
21,Married,2,2,North,Diploma,587,Unemployed,5.01,Salary,No Collectioneffort,4000000,3085836.27,1.82,Default
17,Single,2,1,North,Diploma,717,Employed,13.6,Salary,Calls,4000000,3087006.01,1.94,Default
33,Married,1,6,South,Degree,632,Self-employed,12.98,Voluntary,No Collectioneffort,2000000,1431201.36,0.76,Default
35,Single,2,0,North,Degree,643,Employed,14.91,Voluntary,No Collectioneffort,4000000,3137757.53,1.43,No Default
30,Married,6,1,North,Degree,620,Self-employed,4.87,Salary,No Collectioneffort,880000,596028.07,1.74,No Default
28,Divorced,2,1,North,Degree,642,Employed,8.18,Salary,No Collectioneffort,4000000,1820774.66,1.92,No Default
26,Married,4,3,North,Degree,619,Employed,12.74,Salary,No Collectioneffort,4000000,3011792.05,0.51,No Default
36,Married,2,0,North,Degree,633,Unemployed,19.8,Voluntary,No Collectioneffort,1760000,627939.4,0.03,Default
37,Married,2,1,North,Degree,629,Self-employed,17.11,Voluntary,Reminders,4000000,1822823.59,1.94,Default
34,Single,5,2,Central,Degree,673,Self-employed,6.39,Salary,Notices,1760000,655841.06,1.02,No Default
40,Married,1,2,Central,Degree,675,Self-employed,9.05,Salary,Notices,880000,511013.19,0.8,No Default
27,Single,3,1,South,Diploma,656,Employed,5.75,Salary,No Collectioneffort,4000000,664150.43,1.21,No Default
18,Married,5,1,Central,Diploma,724,Self-employed,11.72,Salary,Notices,1760000,1194663.06,1.29,Default
34,Single,5,3,North,Degree,703,Employed,6.41,Salary,Reminders,1760000,717916.96,1.63,No Default
23,Married,4,2,South,Diploma,715,Employed,7.1,Salary,No Collectioneffort,880000,457684.26,0.55,No Default
40,Single,4,4,North,Degree,612,Unemployed,12.9,Salary,No Collectioneffort,4000000,663027.25,1.71,Default
31,Married,3,2,Central,Degree,592,Employed,5.94,Voluntary,Reminders,4000000,2272739.55,1.02,Default
27,Married,2,0,North,Degree,663,Unemployed,12.04,Salary,Calls,2000000,221254.36,1.19,No Default
34,Married,3,2,South,Diploma,670,Unemployed,3.2,Salary,No Collectioneffort,4000000,2966021.86,0.77,Default
39,Single,6,0,North,Diploma,600,Unemployed,12.37,Voluntary,Notices,4000000,940328.08,0.34,Default
28,Married,3,1,North,Degree,666,Self-employed,14.32,Voluntary,Calls,1760000,197653.69,0.29,No Default
22,Single,2,1,Central,Degree,563,Employed,3.64,Salary,No Collectioneffort,2000000,1735385.44,1.41,Default
36,Married,3,4,North,Degree,632,Employed,5.53,Voluntary,Calls,1760000,1190438.98,0.77,Default
39,Single,3,0,North,Degree,584,Employed,12.3,Salary,No Collectioneffort,880000,320649.32,1.4,No Default
29,Married,2,2,Central,Degree,670,Unemployed,4.61,Salary,No Collectioneffort,880000,170609.4,1.2,No Default
36,Single,3,0,North,Diploma,689,Unemployed,5.97,Salary,Notices,4000000,1314003.16,0.86,No Default
32,Divorced,3,5,Central,Degree,545,Employed,18.29,Salary,No Collectioneffort,2000000,1803731.22,1.68,Default
34,Married,3,1,Central,Degree,494,Employed,7.72,Salary,Calls,1760000,886762.75,0.13,Default
26,Single,2,2,Central,Degree,729,Employed,10.83,Voluntary,No Collectioneffort,1760000,1200147.21,0.28,No Default
39,Married,2,2,North,Degree,591,Employed,17.47,Salary,No Collectioneffort,1760000,1596734.41,0.35,Default
24,Married,3,1,North,Diploma,622,Employed,14.56,Voluntary,Calls,880000,350946.36,1.0,No Default
34,Single,3,4,North,Degree,597,Self-employed,3.58,Salary,Notices,1760000,1146669.85,0.27,Default
37,Married,2,2,South,Degree,708,Unemployed,4.5,Voluntary,No Collectioneffort,2000000,1999449.62,1.67,Default
17,Married,2,1,North,Diploma,697,Unemployed,8.13,Salary,No Collectioneffort,4000000,3422995.26,0.17,Default
39,Single,2,1,North,Diploma,632,Employed,11.8,Salary,No Collectioneffort,4000000,752859.9,1.46,No Default
24,Married,3,4,South,Degree,683,Self-employed,15.37,Salary,No Collectioneffort,4000000,981784.33,1.88,Default
22,Single,6,0,South,Degree,664,Self-employed,11.65,Salary,Notices,4000000,625693.3,1.76,No Default
21,Single,4,1,South,Diploma,665,Unemployed,12.97,Salary,No Collectioneffort,880000,507855.62,0.04,Default
31,Married,4,3,South,Diploma,681,Self-employed,19.6,Voluntary,No Collectioneffort,880000,335116.43,1.17,Default
38,Married,3,0,South,Degree,649,Employed,5.93,Voluntary,No Collectioneffort,880000,442260.05,0.56,No Default
31,Married,3,2,North,Diploma,624,Employed,17.55,Voluntary,No Collectioneffort,4000000,2059898.72,0.17,Default
18,Married,2,1,Central,Degree,694,Employed,17.19,Salary,No Collectioneffort,2000000,1500504.44,0.6,Default
17,Married,3,0,Central,Diploma,658,Unemployed,9.22,Salary,Notices,1760000,399927.8,0.84,Default
39,Married,2,2,North,Degree,649,Unemployed,17.75,Salary,No Collectioneffort,880000,727132.49,0.62,Default
39,Single,3,3,North,Degree,655,Self-employed,13.23,Voluntary,Calls,1760000,744317.34,1.62,Default
27,Married,2,1,Central,Diploma,618,Employed,12.49,Voluntary,Calls,4000000,621795.68,1.19,No Default
26,Married,1,0,Central,Degree,584,Employed,6.25,Salary,No Collectioneffort,4000000,1504202.74,0.68,No Default
34,Single,2,1,North,Degree,618,Self-employed,6.25,Voluntary,Notices,4000000,1754520.33,1.37,No Default
34,Married,4,6,South,Degree,661,Self-employed,9.3,Voluntary,No Collectioneffort,1760000,1243996.55,1.96,Default
33,Single,2,0,South,Degree,645,Unemployed,8.53,Salary,No Collectioneffort,1760000,1026978.89,0.21,No Default
24,Married,2,0,North,Degree,595,Unemployed,18.25,Voluntary,Reminders,4000000,3781361.51,0.13,Default
31,Married,5,6,Central,Degree,579,Employed,3.83,Salary,Calls,1760000,1695686.85,0.79,Default
24,Divorced,3,4,North,Degree,589,Employed,8.33,Salary,No Collectioneffort,4000000,3986043.59,1.79,Default
33,Single,1,2,Central,Degree,641,Employed,8.98,Salary,No Collectioneffort,4000000,2661934.95,1.73,No Default
28,Married,1,0,North,Diploma,729,Employed,7.71,Voluntary,Calls,1760000,1749684.61,0.61,No Default
24,Single,2,0,Central,Diploma,589,Employed,3.22,Salary,Notices,880000,328099.91,0.76,No Default
30,Married,3,0,North,Diploma,685,Unemployed,11.26,Voluntary,Reminders,4000000,1294830.59,1.42,Default
20,Married,4,2,North,Degree,580,Employed,8.22,Salary,Notices,1760000,912842.52,0.15,Default
17,Married,2,1,South,Degree,688,Employed,12.1,Voluntary,No Collectioneffort,880000,584140.38,0.84,Default
17,Married,4,0,South,Diploma,615,Unemployed,12.5,Voluntary,No Collectioneffort,880000,867559.74,1.35,Default
35,Married,1,0,North,Diploma,645,Self-employed,16.59,Salary,No Collectioneffort,2000000,468688.95,1.29,No Default
32,Single,2,4,Central,Degree,685,Employed,6.36,Salary,Notices,1760000,576947.87,0.72,No Default
30,Single,6,3,Central,Degree,654,Employed,15.72,Salary,Reminders,2000000,1591979.34,0.78,Default
37,Married,1,2,North,Degree,662,Employed,6.31,Salary,Reminders,4000000,2354837.42,1.34,No Default
32,Married,4,0,South,Degree,654,Employed,12.73,Salary,Calls,2000000,239788.33,1.56,No Default
21,Single,3,4,Central,Degree,742,Employed,6.73,Salary,No Collectioneffort,4000000,1496314.78,0.42,No Default
25,Married,1,1,Central,Diploma,586,Self-employed,9.15,Voluntary,No Collectioneffort,1760000,1304049.01,0.4,Default
18,Married,3,1,Central,Diploma,642,Employed,18.34,Salary,No Collectioneffort,4000000,2845380.03,1.1,Default
34,Single,3,5,North,Diploma,650,Self-employed,6.95,Salary,No Collectioneffort,4000000,648822.98,1.2,No Default
22,Married,5,0,Central,Diploma,605,Self-employed,17.17,Salary,No Collectioneffort,4000000,2341918.28,0.66,Default
25,Married,2,2,South,Degree,689,Employed,6.57,Voluntary,Reminders,1760000,1396766.99,0.67,No Default
17,Single,2,3,South,Degree,628,Employed,7.97,Salary,Calls,1760000,893662.92,0.77,No Default
25,Single,1,0,Central,Degree,690,Self-employed,18.26,Voluntary,No Collectioneffort,4000000,1376466.52,1.8,No Default
32,Married,3,1,South,Diploma,654,Self-employed,16.27,Salary,No Collectioneffort,880000,487138.29,0.47,Default
29,Divorced,2,5,Central,Degree,631,Employed,4.61,Voluntary,No Collectioneffort,880000,653593.47,1.05,No Default
25,Married,1,0,Central,Degree,736,Self-employed,7.29,Salary,Reminders,1760000,751276.25,0.96,No Default
37,Single,6,1,North,Degree,558,Employed,15.67,Salary,Calls,880000,322223.44,1.72,Default
29,Divorced,2,2,North,Degree,680,Employed,9.61,Salary,Calls,1760000,848857.23,0.99,No Default
25,Married,1,1,South,Degree,719,Unemployed,16.9,Salary,Notices,1760000,1358590.64,0.04,Default
27,Married,3,1,South,Degree,575,Unemployed,5.61,Voluntary,Calls,2000000,1901782.59,0.03,Default
20,Married,4,0,Central,Degree,648,Self-employed,12.37,Voluntary,No Collectioneffort,4000000,3222247.8,0.28,Default
18,Single,1,0,South,Degree,673,Employed,9.8,Voluntary,Notices,880000,570684.79,0.24,No Default
22,Married,1,4,Central,Diploma,606,Employed,7.28,Voluntary,No Collectioneffort,2000000,690452.91,0.68,No Default
30,Single,1,3,North,Degree,678,Self-employed,3.35,Salary,No Collectioneffort,1760000,291321.54,0.96,No Default
20,Single,1,1,Central,Diploma,721,Self-employed,3.93,Salary,Calls,880000,341605.11,0.73,No Default
22,Married,3,1,South,Degree,686,Employed,5.77,Voluntary,Notices,4000000,3978002.27,0.82,Default
35,Married,3,1,North,Degree,743,Self-employed,17.97,Salary,No Collectioneffort,1760000,771720.82,1.35,Default
22,Married,3,1,North,Degree,597,Employed,8.63,Salary,No Collectioneffort,880000,804792.82,0.16,Default
18,Married,3,2,Central,Diploma,638,Unemployed,7.08,Salary,No Collectioneffort,880000,242790.8,1.94,Default
34,Single,4,0,Central,Diploma,573,Unemployed,19.56,Voluntary,Calls,1760000,1257880.86,1.02,Default
29,Single,3,4,North,Diploma,626,Employed,13.72,Voluntary,Calls,1760000,1344838.33,1.34,Default
25,Single,5,1,North,Degree,675,Employed,18.21,Salary,Calls,4000000,2197659.07,0.59,Default
39,Married,3,4,Central,Degree,663,Unemployed,16.98,Salary,No Collectioneffort,1760000,983897.54,0.74,Default
35,Married,4,1,North,Diploma,622,Employed,11.87,Voluntary,Notices,880000,740425.85,0.13,Default
29,Single,2,3,Central,Degree,643,Unemployed,13.38,Salary,No Collectioneffort,2000000,415876.86,0.53,No Default
27,Divorced,2,3,North,Degree,550,Employed,10.34,Salary,No Collectioneffort,4000000,555548.09,0.29,No Default
17,Single,4,1,North,Diploma,651,Employed,17.16,Salary,Calls,4000000,3267168.62,0.37,Default
40,Married,1,2,North,Diploma,727,Employed,11.52,Salary,Calls,1760000,1336062.42,1.73,No Default
38,Married,3,2,Central,Degree,572,Employed,19.06,Voluntary,No Collectioneffort,4000000,3809957.19,0.59,Default
23,Single,3,1,Central,Diploma,648,Employed,14.06,Voluntary,Calls,1760000,1083703.55,1.79,Default
37,Married,4,1,North,Degree,718,Self-employed,19.36,Salary,Notices,1760000,1209676.58,1.32,Default
31,Married,3,1,South,Degree,598,Employed,19.65,Salary,Calls,1760000,1290855.15,0.78,Default
17,Married,2,1,Central,Degree,640,Self-employed,7.4,Voluntary,No Collectioneffort,1760000,311191.59,0.78,No Default
28,Married,2,1,Central,Degree,708,Employed,6.64,Salary,No Collectioneffort,880000,634385.33,1.97,No Default
23,Single,5,0,North,Diploma,779,Self-employed,3.12,Voluntary,No Collectioneffort,4000000,2684517.02,0.98,Default
31,Married,2,5,Central,Diploma,663,Unemployed,16.8,Salary,No Collectioneffort,1760000,1111600.34,1.98,Default
37,Divorced,4,2,North,Degree,667,Employed,12.72,Voluntary,Notices,4000000,2788620.27,0.85,Default
35,Single,1,1,South,Degree,591,Self-employed,11.54,Salary,No Collectioneffort,1760000,714541.15,0.38,Default
17,Single,2,0,South,Diploma,668,Employed,12.01,Salary,No Collectioneffort,4000000,639546.31,0.5,No Default
33,Divorced,2,2,Central,Degree,634,Employed,4.5,Voluntary,No Collectioneffort,4000000,3791905.22,0.53,No Default
33,Single,3,0,North,Diploma,666,Employed,12.46,Salary,Reminders,1760000,1659153.82,0.0,Default
19,Married,2,2,South,Degree,674,Self-employed,16.69,Salary,No Collectioneffort,4000000,402163.48,0.99,Default
28,Married,1,0,South,Diploma,638,Employed,12.82,Salary,No Collectioneffort,2000000,610901.01,0.26,No Default
22,Married,2,2,North,Degree,714,Employed,4.65,Voluntary,No Collectioneffort,2000000,1329507.86,1.75,Default
27,Married,2,1,North,Degree,677,Unemployed,3.43,Voluntary,No Collectioneffort,1760000,938303.42,1.36,Default
19,Single,2,2,North,Degree,613,Self-employed,3.79,Salary,No Collectioneffort,880000,264571.01,0.65,No Default
24,Single,2,0,Central,Diploma,588,Self-employed,5.79,Voluntary,Notices,880000,801658.78,1.09,Default
30,Married,4,0,Central,Degree,722,Self-employed,19.06,Salary,No Collectioneffort,4000000,2790353.53,0.11,Default
30,Married,2,0,North,Degree,705,Unemployed,15.34,Salary,Calls,2000000,664204.05,0.53,Default
26,Married,2,1,Central,Degree,663,Employed,4.66,Salary,No Collectioneffort,880000,366234.18,1.71,No Default
18,Married,5,0,Central,Degree,585,Employed,3.7,Salary,No Collectioneffort,4000000,2551534.4,1.36,Default
30,Single,2,0,Central,Degree,635,Self-employed,16.29,Salary,No Collectioneffort,1760000,1127539.16,1.93,Default
25,Single,5,1,North,Degree,676,Self-employed,9.17,Salary,Calls,4000000,567293.95,1.85,No Default
19,Married,2,2,South,Diploma,603,Unemployed,19.69,Voluntary,No Collectioneffort,1760000,529585.43,1.02,Default
